CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,BalanceSalaryRatio,ProductDensity,EngagementProductInteraction,AgeTenureInteraction,HasZeroBalance
0.3564997084691052,-0.6557858973542321,0.34567966384945586,-1.2184705569895626,0.8084361535388619,0.6492026709982579,0.9748169889124099,1.3676697420644444,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-0.13312292924292013,-0.24198908376565487,1.3856933152008537,-0.01863451547658438,1.3196983891197918
-0.20389776790135397,0.29493846545136665,-0.34836910282030104,0.6968376547320528,0.8084361535388619,0.6492026709982579,0.9748169889124099,1.6612541021719276,-0.9985011233143956,1.7257231348452826,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-0.10336981574370599,0.09961788340905196,1.3856933152008537,-0.20708997881628521,-0.7577488979637058
-0.9614721341058636,-1.416365387598711,-0.6953934861551795,0.6186290946563464,-0.9166876736979731,0.6492026709982579,-1.0258335783783237,-0.2528068765327104,-0.9985011233143956,-0.5794672272789888,1.7349423802122772,-0.9132475520046849,0.9132475520046849,-0.06800689694059837,-0.34874126100775066,-0.9063663398403599,-0.9609118321750885,-0.7577488979637058
-0.9407166720180689,-1.1311480787570314,1.3867528138540912,0.9532120226243691,-0.9166876736979731,0.6492026709982579,-1.0258335783783237,0.9153927215460405,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-0.08993327427172274,-0.7971004054245533,-0.9063663398403599,0.38183334412027986,-0.7577488979637058
-1.397336837949554,1.6259525733792048,1.3867528138540912,1.057448687632532,-0.9166876736979731,-1.5403510254545512,-1.0258335783783237,-1.0596001909769919,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,0.0423435837573283,-0.7971004054245533,-0.9063663398403599,2.4312865079395265,-0.7577488979637058
-0.8576948236668898,0.19986602917080679,-0.34836910282030104,0.7067466960091179,-0.9166876736979731,0.6492026709982579,-1.0258335783783237,1.0904700584525835,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-0.09719802970132321,-0.49819430914668483,-0.9063663398403599,-0.23849922270623533,-0.7577488979637058
0.32536651533741306,0.10479359289024692,-1.3894422528249364,-1.2184705569895626,0.8084361535388619,-1.5403510254545512,-1.0258335783783237,-0.4289168077886862,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-0.13312292924292013,1.893054461076262,-0.9063663398403599,-1.2121857832946896,1.3196983891197918
1.1140740746736149,0.5801557742930463,1.0397284305192127,-1.2184705569895626,0.8084361535388619,0.6492026709982579,0.9748169889124099,-0.020517136186189958,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-0.13312292924292013,-0.43177073219604745,1.3856933152008537,1.3005537279013213,1.3196983891197918
-2.341710362944217,-0.4656410247931123,-0.6953934861551795,-1.2184705569895626,0.8084361535388619,0.6492026709982579,0.9748169889124099,-0.681565469729219,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,1.0949933539979206,-1.0949933539979206,-0.13312292924292013,0.39852397968692027,1.3856933152008537,-0.7253425030004624,1.3196983891197918
-0.5256074302621732,3.3372564264292826,-1.0424178694900579,-1.2184705569895626,0.8084361535388619,-1.5403510254545512,0.9748169889124099,-0.8498032382710557,1.0015011266894014,-0.5794672272789888,-0.5763880180721888,-0.9132475520046849,0.9132475520046849,-0.13312292924292013,0.8967008068167007,1.3856933152008537,-0.3641361982660359,1.3196983891197918
